,count,values
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.effectiveTime.high.nullFlavor,30,"['20110301000000', '20110915000000', '20111001000000', '20111206000000', '20111207000000', '20120103000000', '20120116000000', '20120117000000', '20120118000000', '20120119000000', 'NI', 'UNK']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.entryRelationship.inversionInd,4,['true']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.telecom.nullFlavor,8,['UNK']
ClinicalDocument.author.assignedAuthor.addr.country.@value,302,"['US', 'USA', 'United States', 'United States of America']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.codeSystem,30,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.entryRelationship.observation.templateId.root,2,['2.16.840.1.113883.10.20.6.2.8']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.codeSystemName,10,"['RxNorm', 'SNOMED CT']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.act.code.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.addr.nullFlavor,4,['UNK']
ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.postalCode.@value,302,"['02368', '17102', '19044', '20000', '32608', '97005', '97005-    ', '97266', '99123']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.id.extension,20,"['22222', '222221', '222223', '2710', '2724', '2730', '30011145200001', '52487', '898989']"
ClinicalDocument.legalAuthenticator.assignedEntity.addr.streetAddressLine.nullFlavor,12,"['NI', 'UNK']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.effectiveTime.low.nullFlavor,4,['UNK']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.content.content.content.styleCode,42,"['Bold', 'xasIgnore', 'xlabel', 'xresolvedDate', 'xstatus', 'xvalue']"
ClinicalDocument.informant.assignedEntity.code.code,202,['200000000X']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.observation.id.root,2,"['1b3afe34-965a-43c8-b036-2268e20d37e4', '42b34e97-d643-4801-bc4f-4c4bce9795e9', 'd8ac288b-aba0-4e96-b398-9e6d240978cf']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.author.assignedAuthor.addr.streetAddressLine.@value,4,"['1002 Healthcare Dr.', '5555 Waverly Way']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.state.@value,8,['MA']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.classCode,2,['MMAT']
ClinicalDocument.componentOf.encompassingEncounter.location.healthCareFacility.serviceProviderOrganization.standardIndustryClassCode.code,2,['261QP2300X']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.id.root,306,"['017E3917-08E5-4999-9F95-6A4E570446C8', '1.3.6.1.4.1.16517', '1.3.6.1.4.1.22812.11.0.100610.4.5', '1.3.6.1.4.1.22812.11.99930.3.4.5', '1.3.6.1.4.1.22812.11.99930.3.4.6', '1.3.6.1.4.1.22812.3.99930.3.4.5', '1.3.6.1.4.1.22812.3.99930.3.4.6', '1.3.6.1.4.1.22812.3.9999341.3.4.5', '1.3.6.1.4.1.22812.3.9999341.3.4.6', '1.3.6.1.4.1.22812.4.111.0.4.5', '1.3.6.1.4.1.22812.4.111.0.4.6', '2.16.840.1.113883.3.140.1.0.6.10.14', '2.16.840.1.113883.3.140.1.0.6.10.15.1', '2.16.840.1.113883.3.3208.101.10', '2.16.840.1.113883.3.3297.1.1.1.6.1.10.1', '2.16.840.1.113883.3.3297.1.1.1.6.1.10.2', '2.16.840.1.113883.3.3297.1.1.1.6.1.10.3', '2.16.840.1.113883.3.3297.1.1.1.6.1.10.4', '2.16.840.1.113883.3.441', '2.16.840.1.113883.3.441.1.50.300011.51.26562.54', '2.16.840.1.113883.3.441.1.50.300011.51.26604.54', '2.16.840.1.113883.3.441.1.50.300011.51.26620.54', '2.16.840.1.113883.3.441.1.50.300011.51.26775.54', '2.16.840.1.113883.3.441.1.50.300011.51.26776.54', '2.16.840.1.113883.3.441.1.50.300011.51.26789.54', '2.16.840.1.113883.3.441.1.50.300011.51.26840.54', '2.16.840.1.113883.3.441.1.50.300011.51.26933.54', '4A0D8938-A64B-41C9-8396-CF1869EA71C1', '7d5a02b0-67a4-11db-bd13-0800200c9a66', 'A616429ef-629e-4efb-bc66-d64531c3abd6', 'AC4185E0-49A8-43A1-86AB-70825F216D36', 'DCAC180E-B41C-4EF0-A066-A57429BAB8FF', 'F4B4F69B-88F2-4DD1-B1C8-F620FC799D02', 'c6f88320-67ad-11db-bd13-0800200c9a66', 'c7a73d60-1a50-458a-8bae-29058b363730', 'ce19d2be-3d3b-44ea-95f1-5a0a04586377']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.targetSiteCode.codeSystem,10,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.templateId.assigningAuthorityName,2,['CCDA Encounter Location']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.effectiveTime.low.value,12,"['20020101', '20120806']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.id.root,20,"['1.1.1.1.1.1.1.1.3', '1.1.1.1.1.1.1.1.4', '1.1.1.1.1.1.1.1.5', '2.16.840.1.113883.19.5', '2.16.840.1.113883.3.140.1.0.6', 'c2ee9ee9-ae31-4628-a919-fec1cbb58686']"
ClinicalDocument.component.structuredBody.component.section.title.@value,330,"['ADVANCE DIRECTIVES', 'ADVERSE REACTIONS, ALERTS, ALLERGIES', 'ALLERGIES', 'ALLERGIES, ADVERSE REACTIONS, ALERTS', 'ASSESSMENT', 'Advance Directives', 'Allergies', 'Allergies & Adverse Reactions', 'Allergies and Adverse Reactions', 'Allergies,  Adverse Reactions & Alerts', 'Allergies, Adverse Reactions, Alerts', 'Assessment and Plan', 'Assessments', 'Assistants', 'CARE PLAN', 'CHIEF COMPLAINT', 'Chief Complaint', 'Chief Complaint and Reason For Visit', 'Clinical Instructions/Patient Decision Aids', 'Complications', 'Date of surgery', 'Discharge Diet', 'Discharge and Condition', 'ENCOUNTERS', 'Encounter', 'Encounters', 'FAMILY HISTORY', 'FUNCTIONAL STATUS', 'Family History', 'Family history', 'Findings', 'Functional Status', 'Functional Status Assessment', 'Functional and Cognitive Status', 'GENERAL STATUS', 'HISTORY OF PRESENT ILLNESS', 'HOSPITAL DISCHARGE INSTRUCTIONS', 'HOSPITAL DISCHARGE MEDICATIONS', 'History', 'History Of Immunizations', 'History Of Present Illness', 'History of Present Illness', 'History of Procedures', 'Hospital Admission Diagnosis', 'Hospital Consultations', 'Hospital Course', 'Hospital Discharge Diagnosis', 'Hospital Discharge Instructions', 'Hospital Discharge Medications', 'Hospital Discharge Physical', 'Hospital Discharge Studies Summary', 'IMMUNIZATIONS', 'INSTRUCTIONS', 'Immunization', 'Immunizations', 'Impressions', 'Indications for Procedure', 'Indications for Surgery', 'Instructions', 'Insurance', 'Insurance Providers', 'Interventions Provided', 'Lab Results', 'MEDICAL (GENERAL) HISTORY', 'MEDICATIONS', 'MEDICATIONS ADMINISTERED DURING VISIT', 'Medical Equipment', 'Medications', 'Medications Administered', 'OBJECTIVE DATA', 'Operations Performed', 'Operative Description', 'Operative Findings', 'Operative Note Fluids', 'PAST MEDICAL HISTORY', 'PHYSICAL EXAMINATION', 'PLAN OF CARE', 'PROBLEMS', 'PROCEDURE DISPOSITION', 'PROCEDURES', 'Past Medical History', 'Payers', 'Physical Exam', 'Plan Of Care', 'Plan of Care', 'Plan of Treatment', 'Planned Procedure', 'Postoperative Diagnosis', 'Postprocedure Diagnosis', 'Preoperative Diagnosis', 'Preparation', 'Problem List', 'Problems', 'Procedure Anesthesia', 'Procedure Description', 'Procedure Disposition', 'Procedure Estimated Blood Loss', 'Procedure Findings', 'Procedure Implants', 'Procedure Indications', 'Procedure Specimens Taken', 'Procedures', 'Procedures and Surgical/Medical History', 'REASON FOR REFERRAL', 'REASON FOR VISIT', 'REASON FOR VISIT/CHIEF COMPLAINT', 'RESULTS', 'REVIEW OF SYSTEMS', 'Reason For Referral', 'Reason For Visit', 'Reason for Referral', 'Reason for Visit', 'Reason for Visit/Chief Complaint', 'Results', 'Results Summary', 'Review of Systems', 'Risk and Consent', 'SOCIAL HISTORY', 'SUBJECTIVE DATA', 'Signature', 'Social History', 'Summary purpose', 'Surgeon', 'Surgical Drains', 'Surgical Procedure', 'VITAL SIGNS', 'Vital Signs']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.statusCode.code,90,"['active', 'completed']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.codeSystem,10,['2.16.840.1.113883.5.111']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.city.@value,320,"['Beaverton', 'Blue Bell', 'Boston', 'Gainesville', 'Harrisburg', 'Horsham', 'Kansas City', 'Portland', 'San Francisco', 'Springfield', 'Washington']"
ClinicalDocument.componentOf.encompassingEncounter.location.healthCareFacility.serviceProviderOrganization.addr.streetAddressLine.@value,2,['1400 Main Street Ste G']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.approachSiteCode.codeSystemName,28,['SNOMED CT']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.displayName,206,"['AJCC Cancer Stage Low Risk Recurrence Prostat', 'Acute Renal Insufficiency', 'Acute myocardial infarction', 'Anemias and Bleeding Disorders', 'Arrhythmia', 'Asthma', 'Asthma Daytime Symptoms', 'Asthma Daytime Symptoms Quantified', 'Asthma Nighttime Symptoms', 'Asthma Nighttime Symptoms Quantified', 'Asthma Persistent', 'Atrial Fibrillation', 'Bradycardia', 'Breast Ca metastasis', 'Breast Cancer', 'Breast Cancer ER or PR Positive', 'Breast Cancer History', 'Breast Cancer Stage IC-IIIC', 'Bronchitis', 'COPD', 'Colon Ca metastasis', 'Colon Cancer', 'Colon Cancer Stage III', 'Coronary Artery Disease No MI', 'Coronary Artery Disease includes MI', 'D(Rh) Negative', 'Depression', 'Diabetes', 'Diabetic Retinopathy', 'Emphysema', 'Gestational Diabetes', 'Heart Failure', 'Hematuria', 'Hypertension', 'Major Depression', 'Myocardial Infarction', 'Pain Related to Prostate Cancer', 'Pharyngitis', 'Pneumonia', 'Pregnancy', 'Pregnancy-related diagnosis', 'Primagravida', 'Primary Open Angle Glaucoma (POAG)', 'Prostate Cancer', 'Renal Failure and ESRD', 'ischemic vascular disease', 'low back pain']"
ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.code,316,"['2135-2', '2186-5']"
ClinicalDocument.recordTarget.patientRole.patient.name.prefix.@value,16,['Mr.']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.act.code.codeSystemName,36,['LOINC']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.act.id.extension,2,['a778b36c-2a08-4f41-bc2a-3f29293c4e3c']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.id.nullFlavor,48,"['NI', 'UNK']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.representedOrganization.addr.country.@value,4,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.typeCode,2,['PRF']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.telecom.value,320,"['555-555-1004', '888.773.5303', 'tel: 555-555-1002', 'tel:(111)111-1000', 'tel:(415)427-2132', 'tel:(555) 555-1010', 'tel:(555)555-1212', 'tel:(617)278-1000', 'tel:+1(571)555-0179', 'tel:+1-(202)555-1212', 'tel:+1-(555)555-1002', 'tel:+1-(555)555-1004', 'tel:+1-(555)555-1009', 'tel:+1-(555)555-1014', 'tel:+1-(555)555-1034', 'tel:+1-(555)555-1046', 'tel:+1-(555)555-1122', 'tel:+1-(555)777-0', 'tel:+1-2156577010', 'tel:+1-916-555-7654', 'tel:+18162011202']"
ClinicalDocument.participant.associatedEntity.code.code,216,"['GPARNT', 'HUSB', 'MTH', 'SPS']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.assignedAuthor.addr.postalCode.nullFlavor,28,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.statusCode.code,86,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.procedure.classCode,2,['PROC']
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.representedOrganization.addr.nullFlavor,8,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.code.codeSystem,328,"['1.2.840.10008.2.16.4', '2.16.840.1.113883.11.20.9.34', '2.16.840.1.113883.5.6', '2.16.840.1.113883.6.1', '2.16.840.1.113883.6.12', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.streetAddressLine.nullFlavor,2,['UNK']
ClinicalDocument.informant.assignedEntity.representedOrganization.telecom.use,26,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.code.codeSystemName,58,"['LOINC', 'SNOMED', 'SNOMED CT']"
ClinicalDocument.component.structuredBody.component.section.entry.supply.id.root,2,"['230b0ab7-206d-42d8-a947-ab4f63aad795', '2413773c-2372-4299-bbe6-5b0f60664446', 'c4ffe98e-3cd3-4c54-b5bd-08ecb80379e0']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.act.id.root,2,['2.201']
ClinicalDocument.setId.extension,254,"['1', '111199021', 'sTT988']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.classCode,302,['MANU']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.rateQuantity.value,16,"['2', '90']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.author.assignedAuthor.id.nullFlavor,10,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.assignedAuthor.id.root,2,['2a620155-9d11-439e-92b3-5d9815fe4de8']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.targetSiteCode.nullFlavor,22,"['NA', 'NI']"
ClinicalDocument.informationRecipient.intendedRecipient.receivedOrganization.addr.country.@value,44,['US']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.templateId.assigningAuthorityName,2,"['CCDA Result Observation', 'CCDA Vital Sign Observation']"
ClinicalDocument.component.structuredBody.component.section.text.list.item.content.content.ID,14,"['ID0EAADBACA', 'ID0EBACBABA', 'ID0EBADBABA', 'ID0ECABBABA', 'ID0ECADBABA']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.author.assignedAuthor.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.observation.interpretationCode.code,2,['N']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.list.item.ID,22,"['ref_0cfaa6e93af84b09a531da9a778231ba_results_result_1_1', 'ref_0cfaa6e93af84b09a531da9a778231ba_results_result_1_2', 'ref_0cfaa6e93af84b09a531da9a778231ba_results_result_1_3', 'ref_0cfaa6e93af84b09a531da9a778231ba_results_result_1_4', 'ref_12c397badcdd41c7b3b7c180d6c12ed6_results_result_1_1', 'ref_12c397badcdd41c7b3b7c180d6c12ed6_results_result_1_2', 'ref_12c397badcdd41c7b3b7c180d6c12ed6_results_result_1_3', 'ref_12c397badcdd41c7b3b7c180d6c12ed6_results_result_1_4', 'ref_1e23c5f9b054494caa59e1c95db41ff5_results_result_1_1', 'ref_1e23c5f9b054494caa59e1c95db41ff5_results_result_1_2', 'ref_1e23c5f9b054494caa59e1c95db41ff5_results_result_1_3', 'ref_1e23c5f9b054494caa59e1c95db41ff5_results_result_1_4', 'ref_25db83b93b26404c93c5fccb4f43d920_results_result_1_1', 'ref_25db83b93b26404c93c5fccb4f43d920_results_result_2_1', 'ref_25db83b93b26404c93c5fccb4f43d920_results_result_2_2', 'ref_25db83b93b26404c93c5fccb4f43d920_results_result_2_3', 'ref_37f372a3149445a0a20cd8888c749088_results_result_1_1', 'ref_37f372a3149445a0a20cd8888c749088_results_result_1_2', 'ref_37f372a3149445a0a20cd8888c749088_results_result_1_3', 'ref_37f372a3149445a0a20cd8888c749088_results_result_1_4', 'ref_3edaf45c1b02413db2930f77c2446bea_results_result_1_1', 'ref_3edaf45c1b02413db2930f77c2446bea_results_result_1_2', 'ref_3edaf45c1b02413db2930f77c2446bea_results_result_1_3', 'ref_3edaf45c1b02413db2930f77c2446bea_results_result_1_4', 'ref_89d999363a94405e9ab266ed947f9ff9_results_result_1_1', 'ref_89d999363a94405e9ab266ed947f9ff9_results_result_1_2', 'ref_89d999363a94405e9ab266ed947f9ff9_results_result_1_3', 'ref_89d999363a94405e9ab266ed947f9ff9_results_result_1_4', 'ref_c05574e808cc43c486f227741c99d991_results_result_1_1', 'ref_c05574e808cc43c486f227741c99d991_results_result_1_2', 'ref_c05574e808cc43c486f227741c99d991_results_result_1_3', 'ref_c05574e808cc43c486f227741c99d991_results_result_1_4', 'ref_de01d2eb104145f4bcf5625bb92f36e0_results_result_1_1', 'ref_de01d2eb104145f4bcf5625bb92f36e0_results_result_2_1', 'ref_de01d2eb104145f4bcf5625bb92f36e0_results_result_2_2', 'ref_de01d2eb104145f4bcf5625bb92f36e0_results_result_2_3', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_1_1', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_1_2', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_1_3', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_1_4', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_2_1', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_2_2', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_2_3', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_2_4', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_2_5', 'ref_de7b53077fd144adad7fcad5a016921c_results_result_2_6', 'ref_f92d81a03532405294764a9403d7b61d_results_result_1_1', 'ref_f92d81a03532405294764a9403d7b61d_results_result_1_2', 'ref_f92d81a03532405294764a9403d7b61d_results_result_2_1']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.author.assignedAuthor.id.nullFlavor,36,['UNK']
